,index_sql,q10_part_1,q10_part_2,q10_part_3,q10_part_4,q10_part_5,q10_part_6,q10_part_7,q10_part_8,q10_part_9,q10_part_10,q10_part_11,q10_part_12,q10_part_13,q10_part_14,q10_part_15,q10_part_16,q10_other
25442,25443, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
25443,25444, Kaggle Notebooks,,,,,,,,,,,,,,,,
25444,25445,,,,,,,,,,,Google Cloud Datalab,,,,,,
25445,25446,,Colab Notebooks,,,,,,,,,,,,,,,
25446,25447, Kaggle Notebooks,,,,,,,,,,,,,,,,
25447,25448,,,Azure Notebooks, Paperspace / Gradient ,,,,, Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25448,25449,,,,,,,,,,,,,,,,None,
25449,25450, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,Other
25450,25451, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25451,25452,,,,,,,,,,,,,,,,None,
25452,25453, Kaggle Notebooks,,,,,,,,,,,,,,,,
25453,25454, Kaggle Notebooks,,Azure Notebooks,, Binder / JupyterHub ,,,,,,,,,,,,
25454,25455,,Colab Notebooks,,,,,,,,,,,,,,,
25455,25456,,,Azure Notebooks,,,,,,,,,,,,,,
25456,25457,,Colab Notebooks,Azure Notebooks, Paperspace / Gradient ,,,,,,,,,,,,,
25457,25458,,Colab Notebooks,,,,,,,,,,,,,,,
25458,25459,,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25459,25460, Kaggle Notebooks,,,,,,,,,,,,,,,,
25460,25461,,,,,,,,,,,,,,,,None,
25461,25462,,,Azure Notebooks,,,,,,,,,,,,,,
25462,25463,,,,,,,,,,,,,,,,None,
25463,25464,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25464,25465,,,,,,,,,,,,,,,,None,
25465,25466,,Colab Notebooks,,,,,,,,,,,,,,,
25466,25467, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25467,25468, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25468,25469,,Colab Notebooks,,,,,,,,,,,,,,,
25469,25470,,Colab Notebooks,,,,,,,,,,,,,,,
25470,25471, Kaggle Notebooks,,,,,,,,,,,,,,,,
25471,25472, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
25472,25473,,,,,,,,,,,Google Cloud Datalab,,,,,,
25473,25474,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25474,25475, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25475,25476,,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
25476,25477,,,,,,,,,,,,,,,,None,
25477,25478,,,,,,,,,,,,,,,,None,
25478,25479,,,,,,,,,,,,,,,,,
25479,25480,,,,,,,,,,,,,,,,None,
25480,25481, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25481,25482,,,,,,,,,,,,,,,,,
25482,25483,,,Azure Notebooks,,,,,,,,Google Cloud Datalab,,,,,,
25483,25484,,Colab Notebooks,,,,,,,,,,,,,,,
25484,25485,,Colab Notebooks,,,,,,,,,,,,,,,
25485,25486,,,,,,,,,,,,,,,,None,
25486,25487,,,,,,,,,,,Google Cloud Datalab,,,,,,Other
25487,25488,,,Azure Notebooks,,,,,,,,,,,,,,
25488,25489,,Colab Notebooks,,,,,,,,,,,,,,,
25489,25490, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25490,25491, Kaggle Notebooks,,,,,,,,,,,,,,,,
25491,25492,,Colab Notebooks,,,,,,,,,,,,,,,
25492,25493,,,,,,,,,,,,,,,,,Other
25493,25494,,,,,,,,,,,,,,,,None,
25494,25495,,,,,,,,,,,,,,,,None,
25495,25496,,Colab Notebooks,,,,,,,,,,,,,,,
25496,25497,,,,,,,,,,,,,,,,None,
25497,25498,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25498,25499,,,,,,,,,,,Google Cloud Datalab,,,,,,
25499,25500, Kaggle Notebooks,,,,,,,,,,,,,,,,
25500,25501, Kaggle Notebooks,,,,,,,,,,,,,,,,
25501,25502, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
25502,25503, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25503,25504, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25504,25505, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25505,25506,,,,,,,,,,,,,,,,,
25506,25507,,,,,,,,,,,,,,,,None,
25507,25508,,Colab Notebooks,,,,,,,,,,,,,,,
25508,25509, Kaggle Notebooks,,,,,,,,,,,,,,,,
25509,25510, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,,,,,,,,
25510,25511, Kaggle Notebooks,,,,,,,,,,,,,,,,
25511,25512,,Colab Notebooks,,,,,,,,,,,,,,,
25512,25513, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25513,25514,,Colab Notebooks,,,,,,,,,,,,,,,
25514,25515, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,, Databricks Collaborative Notebooks ,,,,,
25515,25516,,,,,,,,,,,,,,,,,
25516,25517, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25517,25518,,,,,,,,,,,,,,,,,
25518,25519,,,,,,,,,,,,,,,,None,
25519,25520, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25520,25521,,,,,,,,,,,,,,,,None,
25521,25522, Kaggle Notebooks,,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25522,25523,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25523,25524,,,,,,,,,,,,,,,,None,
25524,25525,,,,,,,,,,,Google Cloud Datalab,,,,,,
25525,25526, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25526,25527,,,,,,,,,,,,,,,,None,
25527,25528, Kaggle Notebooks,,,,,,,,,,,,,,,,
25528,25529,,,,,,,,,,,,,,,,None,
25529,25530,,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25530,25531,,,,,,,,,,,,,,,,None,
25531,25532, Kaggle Notebooks,,,,,,,,,,,,,,,,
25532,25533,,Colab Notebooks,,,,,,,,,,,,,,,
25533,25534, Kaggle Notebooks,,,,,,,,,,,,,,,,
25534,25535,,,,, Binder / JupyterHub ,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25535,25536, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25536,25537, Kaggle Notebooks,,,,,, IBM Watson Studio , Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25537,25538,,Colab Notebooks,,,,,,,,,,,,,,,
25538,25539, Kaggle Notebooks,,,,,,,,,,,,,,,,
25539,25540,,,,,,,,,,,,,,,,,Other
25540,25541,,,,,,,,,,,,,,,,None,
25541,25542,,,,,,,,,,,,,,,,None,
25542,25543,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25543,25544,,Colab Notebooks,,,,,,,,,,,,,,,
25544,25545,,,,,,,,,,,,,,,,,
25545,25546, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25546,25547,,,,,,,,,,,,,,,,,
25547,25548,,Colab Notebooks,,,,,,,,,,,,,,,
25548,25549,,,,,,,,,,,,,,,,None,
25549,25550,,,,,,,,,,,,,,,,None,
25550,25551, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25551,25552, Kaggle Notebooks,,,,,,,,,,,,,,,,
25552,25553,,Colab Notebooks,,,,,,,,,,,,,,,
25553,25554,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,, Observable Notebooks ,,
25554,25555, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25555,25556,,,,,,,,,,,Google Cloud Datalab,,,,,,
25556,25557,,Colab Notebooks,,,,,,,,,,,,,,,
25557,25558,,Colab Notebooks,Azure Notebooks,,,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25558,25559, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,Google Cloud Datalab,,,,,,
25559,25560, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25560,25561,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,, Deepnote Notebooks ,,,
25561,25562,,Colab Notebooks,,,,,,,,,,,,,,,
25562,25563, Kaggle Notebooks,,,,,,,,,,,,,,,,
25563,25564,,Colab Notebooks,,,,,,,,,,,,,,,
25564,25565,,,,,,,,,,,,,,,,None,
25565,25566, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25566,25567,,,,,,,,,,,,,,,,None,
25567,25568, Kaggle Notebooks,,,,,,,,,,,,,,,,
25568,25569,,,,,,,,,,,,,,,,None,
25569,25570, Kaggle Notebooks,Colab Notebooks,Azure Notebooks, Paperspace / Gradient , Binder / JupyterHub , Code Ocean , IBM Watson Studio , Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab, Databricks Collaborative Notebooks , Zeppelin / Zepl Notebooks , Deepnote Notebooks , Observable Notebooks ,,
25570,25571,,,,,,,,,,,,,,,,None,
25571,25572, Kaggle Notebooks,,,,,,,,,,,,,,,,
25572,25573,,,,,,,,,,,,,,,,None,
25573,25574,,,,,,,,,,,Google Cloud Datalab,,,,,,
25574,25575,,,,,,,,,,,,,,,,None,
25575,25576, Kaggle Notebooks,,,,,,,,,,,,,,,,
25576,25577, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25577,25578,,,,,,,,,,,,,,,,None,
25578,25579, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,Google Cloud Datalab,,,,,,
25579,25580, Kaggle Notebooks,,,,,,,,,,,,,,,,
25580,25581, Kaggle Notebooks,,,,,,,,,,,,,,,,
25581,25582,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25582,25583,,,,,,,,,,,,,,,,None,
25583,25584, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25584,25585,,,,,,,,,,,Google Cloud Datalab,,,,,,
25585,25586,,,,,,,,,,,,,,,,None,
25586,25587,,Colab Notebooks,,,,,,,,,,,,,,,
25587,25588, Kaggle Notebooks,,,,,,,,,,,,,,,,
25588,25589, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25589,25590,,,,,,,,,,,,,,,,None,
25590,25591, Kaggle Notebooks,,,,,,,,,,,,,,,,
25591,25592,,Colab Notebooks,,,,,,,,,,,,,,,Other
25592,25593, Kaggle Notebooks,,,,,,,,,,,,,,,,
25593,25594,,,,,,,,,,,,,,,,None,
25594,25595,,,,,,,,,,,,,,,,,
25595,25596, Kaggle Notebooks,,,,, Code Ocean ,,,,,,,,,,,
25596,25597, Kaggle Notebooks,,,,,,,,,,,,,,,,
25597,25598,,,,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
25598,25599, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25599,25600,,,,,,,,,,,,,,,,None,
25600,25601,,Colab Notebooks,,,,,,,,,,,,,,,
25601,25602, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25602,25603,,,,,,,,,,,,,,,,None,
25603,25604,,Colab Notebooks,,,,,,,,,,,,,,,
25604,25605, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,, Deepnote Notebooks ,,,
25605,25606, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25606,25607,,Colab Notebooks,,,,,,,,,,,,,,,
25607,25608, Kaggle Notebooks,,,,,,,,,,,,,,,,
25608,25609, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25609,25610,,,,,,,,,,,,,,,,None,
25610,25611,,,,,,,,,,,,,,,,None,
25611,25612, Kaggle Notebooks,,,,,,,,,,,,,,,,
25612,25613,,,Azure Notebooks,,, Code Ocean , IBM Watson Studio ,,,,,,,,,,
25613,25614, Kaggle Notebooks,,,,,,,,,,,,,,,,
25614,25615, Kaggle Notebooks,,,,,,,,,,,,,,,,
25615,25616,,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25616,25617, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25617,25618,,Colab Notebooks,,,,,,,,,,,,,,,
25618,25619,,,,,,,,,,,,,,,,None,
25619,25620, Kaggle Notebooks,,,,,,,,,,,,,,,,
25620,25621,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25621,25622,,,,,,,,,,,,,,,,None,
25622,25623,,,,,,,,,,,,,,,,None,
25623,25624,,,,,,,,,,,,,,,,None,
25624,25625, Kaggle Notebooks,,,,,,,,,,,,,,,,
25625,25626,,,Azure Notebooks,,,, IBM Watson Studio ,,,,,,,,,,
25626,25627, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25627,25628,,,,,,,,,,,,,,,,None,
25628,25629, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,Google Cloud Datalab,,,,,,
25629,25630,,,,,,,,,,,,,,,,None,
25630,25631, Kaggle Notebooks,,,,,,,,,,,,,,,,
25631,25632, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25632,25633,,,,,,,,,,,,,,,,None,
25633,25634, Kaggle Notebooks,,,, Binder / JupyterHub ,, IBM Watson Studio , Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25634,25635, Kaggle Notebooks,,,,,,,,,,,,,,,,
25635,25636,,,,,,,,,,,,,,,,,
25636,25637, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25637,25638,,,,,,,,,,,,,,,,,Other
25638,25639,,Colab Notebooks,,,,,,,,,,,,,,,
25639,25640, Kaggle Notebooks,,,,,,,,,,,,,,,,
25640,25641, Kaggle Notebooks,,,,,,,,,,,,,,,,
25641,25642, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25642,25643, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,,, Databricks Collaborative Notebooks ,,,,,
25643,25644, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
25644,25645, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25645,25646,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25646,25647, Kaggle Notebooks,,,,,,,,,,,,,,,,
25647,25648,,,,,,,,,,,,,,,,,
25648,25649,,,,,,,,,,,,,,,,None,
25649,25650,,,,,,,,,,,,,,,,None,
25650,25651, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25651,25652,,,,,,, IBM Watson Studio ,, Amazon EMR Notebooks ,,Google Cloud Datalab,, Zeppelin / Zepl Notebooks ,,,,
25652,25653, Kaggle Notebooks,,,,,,,,,,,,,,,,
25653,25654,,,,,,,,,,,,,,,,None,
25654,25655, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25655,25656,,,,,,,,,,,,,,,,None,
25656,25657,,Colab Notebooks,,,,,,,,,,,,,,,
25657,25658,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25658,25659,,Colab Notebooks,,,,,,,,,,,,,,,
25659,25660, Kaggle Notebooks,,,,,,,,,,,,,,,,
25660,25661, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25661,25662, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25662,25663, Kaggle Notebooks,Colab Notebooks,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25663,25664, Kaggle Notebooks,,,,,,,,,,,,,,,,
25664,25665,,,,,,,,,,,,,,,,None,
25665,25666, Kaggle Notebooks,,,,,,,,,,,,,,,,
25666,25667, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25667,25668, Kaggle Notebooks,,,,,,,,,,,,,,,,Other
25668,25669, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25669,25670, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25670,25671, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25671,25672,,,,,,,,,,,,,,,,None,
25672,25673,,Colab Notebooks,,,,,,,,,,,,,,,
25673,25674,,,,,,,, Amazon Sagemaker Studio Notebooks ,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25674,25675, Kaggle Notebooks,,,,,,,,,,,,,,,,
25675,25676, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25676,25677,,,,,, Code Ocean ,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,, Zeppelin / Zepl Notebooks ,,,,
25677,25678, Kaggle Notebooks,Colab Notebooks,Azure Notebooks,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25678,25679, Kaggle Notebooks,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25679,25680,,Colab Notebooks,,,,,,,,,,,,,,,
25680,25681,,,,,,,,,,,,,,,,,Other
25681,25682,,Colab Notebooks,,,,,,,,,,,,,,,
25682,25683,,,Azure Notebooks,,,,,,,,,,,,,,
25683,25684,,,,,,,,,,,,,,,,None,
25684,25685, Kaggle Notebooks,,,,,,,,,,Google Cloud Datalab,,,,,,
25685,25686,,Colab Notebooks,,,,,,,,,,,,,,,
25686,25687,,,,,,,,,,,,,,,,,
25687,25688,,,,,,,,,,,,,,,,,Other
25688,25689,,,,,,,,,,,Google Cloud Datalab,,,,,,
25689,25690,,,,,,,,,,,,,,,,None,
25690,25691,,Colab Notebooks,,,,,,,,,,,,,,,
25691,25692, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25692,25693,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,, Zeppelin / Zepl Notebooks ,,,,
25693,25694,,Colab Notebooks,,,,,,,,,,,,,,,
25694,25695,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25695,25696,,Colab Notebooks,,,,,,,,,,,,,,,
25696,25697, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25697,25698,,Colab Notebooks,,,,,,,,,,,,,,,
25698,25699, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25699,25700, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25700,25701, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25701,25702,,,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25702,25703,,Colab Notebooks,,,,,,,,,,,,,,,
25703,25704,,,,,,,,,,,,,,,,None,
25704,25705,,,,,,,,,,,,,,,,,Other
25705,25706, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25706,25707,,,,,,,,,,,,,,,,None,
25707,25708, Kaggle Notebooks,,,,,,,,,,,,,,,,
25708,25709,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25709,25710,,Colab Notebooks,,,,,,,,,,,,,,,
25710,25711, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25711,25712,,,,,,,,,,,,,,,,None,
25712,25713,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25713,25714,,,Azure Notebooks,,,,,,,,,,,,,,
25714,25715,,Colab Notebooks,,,,,,,,,,,,,,,
25715,25716, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25716,25717,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25717,25718,,Colab Notebooks,,,,,, Amazon Sagemaker Studio Notebooks ,,,,,,,,,
25718,25719,,,,,,,,,,,,,,,,None,
25719,25720,,,,,,,,,,,,,,,,None,
25720,25721,,,,,,,,,,,,,,,,None,
25721,25722,,,Azure Notebooks,, Binder / JupyterHub , Code Ocean ,, Amazon Sagemaker Studio Notebooks , Amazon EMR Notebooks ,,,, Zeppelin / Zepl Notebooks ,, Observable Notebooks ,,
25722,25723,,,,,,,,,,,,,,,,None,
25723,25724, Kaggle Notebooks,,,,,,,,,,,,,,,,
25724,25725,,,,,,,,,,,,,,,,,Other
25725,25726,,Colab Notebooks,,,,,,,,,,,,,,,
25726,25727,,,,,,,,,,,,,,,,None,
25727,25728,,,,,,,,,,,,,,,,None,
25728,25729,,Colab Notebooks,,,,,,,,,,,,,,,
25729,25730, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25730,25731,,,,,,,,,,,,,,,,None,
25731,25732,,Colab Notebooks,,,,,,,,,,,,,,,
25732,25733, Kaggle Notebooks,,,,,,,,,,,,,,,,
25733,25734,,,,,,,,,,,,,,,,None,
25734,25735, Kaggle Notebooks,,,,,,,,,,,,,,,,
25735,25736,,,,,,,,,,,Google Cloud Datalab,,,,,,
25736,25737,,,,,,,,,,,,,,,,None,
25737,25738, Kaggle Notebooks,,,,,,,,,,,,,,,,
25738,25739,,,,,,,,,,,,,,,,None,
25739,25740,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25740,25741,,,,,,,,,,,,,,,,None,
25741,25742,,Colab Notebooks,,,,,,,,,,,,,,,
25742,25743, Kaggle Notebooks,,,,,,,,,,,,,,,,
25743,25744,,,,,,,,,,,Google Cloud Datalab,,,,,,
25744,25745,,,,,,,,,,,,,,,,None,
25745,25746, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab, Databricks Collaborative Notebooks ,,,,,
25746,25747, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25747,25748, Kaggle Notebooks,,,,,,,,,,,,,,,,
25748,25749, Kaggle Notebooks,,,,,,,,,,,,,,,,
25749,25750,,,,,,,,,,,,,,,,None,
25750,25751, Kaggle Notebooks,,,,,,,,,,,,,,,,
25751,25752,,,,,,,,,,,,,,,,None,
25752,25753,,,,,,,,,,,,,,,,None,
25753,25754,,,,,,, IBM Watson Studio ,,,,,,,,,,
25754,25755,,Colab Notebooks,,,,,,,,,,,,,,,
25755,25756,,Colab Notebooks,,,,,,,,,,,,,,,
25756,25757,,,,,,,,,,,,,,,,None,
25757,25758,,,,,,,,,,,,,,,,None,
25758,25759, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25759,25760,,,,,,,,,,,,,,,,None,
25760,25761, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25761,25762, Kaggle Notebooks,,,,,,,,,,,,,,,,
25762,25763,,,,,,,,,,,,,,,,None,
25763,25764, Kaggle Notebooks,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25764,25765,,,,,,,,,,,,,,,,None,
25765,25766,,,,,,,,,,,,,,,,None,
25766,25767, Kaggle Notebooks,,,,,,,,,,,,,,,,
25767,25768,,,,,,,,,,,,,,,,,Other
25768,25769,,,,,,,,,,,,,,,,,
25769,25770,,,,,,,,,,,,,,,,None,
25770,25771, Kaggle Notebooks,,,,,,,,,,,,,,,,
25771,25772,,,,,,,,,,,,,,,,None,
25772,25773,,,,,,,,,,,,,,,,None,
25773,25774,,,,,,,,,,,,,,,,None,
25774,25775,,Colab Notebooks,,,,,,,,,,,,,,,
25775,25776,,Colab Notebooks,,,,, IBM Watson Studio ,,,,Google Cloud Datalab,,,,,,
25776,25777,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25777,25778,,Colab Notebooks,,,,,,,,,,,,,,,
25778,25779,,,,,,,,,,,,,,,,None,
25779,25780,,,,,,,,,,,,,,,,None,
25780,25781, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25781,25782,,Colab Notebooks,,,,,,,,,,,,,,,
25782,25783, Kaggle Notebooks,Colab Notebooks,,,,, IBM Watson Studio ,,,,,,,,,,
25783,25784,,,,,,,,,,,,,,,,,Other
25784,25785,,,,,,,,,,,,,,,,None,
25785,25786,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25786,25787, Kaggle Notebooks,,,,,, IBM Watson Studio ,,,,,,,,,,
25787,25788, Kaggle Notebooks,,,,,,,,,,,,,,,,
25788,25789, Kaggle Notebooks,,,,,,,,,,,,,,,,
25789,25790, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25790,25791, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25791,25792, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25792,25793,,Colab Notebooks,Azure Notebooks,,,,,,,,Google Cloud Datalab,,,,,,
25793,25794,,,,,,,,,,,,,,,,None,
25794,25795, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25795,25796,,Colab Notebooks,,,,,,,,,,,,,,,
25796,25797, Kaggle Notebooks,,,,,,,,,,,,,,,,
25797,25798,,,,,,,,,,,,,,,,None,
25798,25799,,,,,,,,,,,,,,,,None,
25799,25800,,,,,,,,,,,,,,,,None,
25800,25801, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25801,25802,,,,, Binder / JupyterHub ,,,,,,,,,,,,
25802,25803,,,,,,,,,,,,,,,,,Other
25803,25804,,,,,,,,,,,,,,,,,Other
25804,25805, Kaggle Notebooks,,,, Binder / JupyterHub ,,,,,,,,,,,,
25805,25806, Kaggle Notebooks,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25806,25807, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25807,25808,,,,,,,,,,,,,,,,None,
25808,25809,,,,,,,,,,,,,,,,None,
25809,25810,,Colab Notebooks,,,,,,,,,Google Cloud Datalab,,,,,,
25810,25811,,,,,,,,,,,,,,,,None,
25811,25812,,Colab Notebooks,,, Binder / JupyterHub ,,,,,,,,,,,,
25812,25813, Kaggle Notebooks,,,,,,,,,,,,,,,,
25813,25814, Kaggle Notebooks,Colab Notebooks,,,,,,,,,,,,,,,
25814,25815,,,,,,,,,,,,,,,,None,
25815,25816, Kaggle Notebooks,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,,,,,,,
25816,25817,,,,,,,,,,Google Cloud Notebooks (AI Platform / Vertex AI) ,Google Cloud Datalab,,,,,,
25817,25818,,,,,,,,,,,,,,,,None,
25818,25819,,,,,,,,,,,,,,,,None,
25819,25820,,,,,,,,,,,,,,,,None,
25820,25821,,,, Paperspace / Gradient ,,,,,,,,,,,,,
25821,25822,,,,,,,,,,,,,,,,None,
